identifier,parent,titleEn,titleFr,scopeEn,scopeFr
"33.040.35","33.040","Telephone networks","Réseaux téléphoniques","Including Public Switched Telephone Networks (PSTN), Private Telecommunication Networks (PTN) and Private Integrated Service Networks (PISN)","Y compris réseaux publics téléphoniques commutés (RTPC) et réseaux privés à intégration de services (RPIS)"
"33.040.40","33.040","Data communication networks","Réseaux de communication de données","Including Packet Switched Public Data Networks (PSPDN) and Ethernet","Y compris réseau public commuté de transmission de données par paquets (RPDCP) et Ethernet"
"33.040.50","33.040","Lines, connections and circuits","Lignes, raccordements et circuits","Including access networks and network elements","Y compris réseaux d'accès et éléments de réseaux"
"33.040.60","33.040","Powerline telecommunications","Courants porteurs en ligne",,
"33.040.99","33.040","Other equipment for telecommunication systems","Autres équipements pour systèmes de télécommunication",,
"33.050.01","33.050","Telecommunication terminal equipment in general","Équipements terminaux de télécommunication en général",,
"33.050.10","33.050","Telephone equipment","Matériel téléphonique",,
"33.050.20","33.050","Paging equipment","Équipements de radioappel",,
"33.050.30","33.050","Equipment for telex, teletext, telefax","Matériel pour télex, télétexte, télécopie",,
"33.050.99","33.050","Other telecommunication terminal equipment","Autres équipements terminaux de télécommunication",,
"33.060.01","33.060","Radiocommunications in general","Radiocommunications en général",,
"33.060.20","33.060","Receiving and transmitting equipment","Matériel de réception et de transmission",,
"33.060.30","33.060","Radio relay and fixed satellite communications systems","Relais radio et systèmes fixes de communication par satellite",,
"33.060.40","33.060","Cabled distribution systems","Systèmes de distribution par câble",,
"33.060.99","33.060","Other equipment for radiocommunications","Autres matériels de radiocommunication",,
"33.070.01","33.070","Mobile services in general","Services mobiles en général",,
"33.070.10","33.070","Terrestrial Trunked Radio (TETRA)","Service mobile. Réseaux radio transeuropéens (TETRA)",,
"33.070.20","33.070","Paging systems","Service mobiles. Systèmes de radioappel","Including European Radio Message System (ERMES)","Y compris système européen de radiomessagerie (ERMES)"
"33.070.30","33.070","Digital Enhanced Cordless Telecommunications (DECT)","Services mobiles. Télécommunications numériques sans fil européennes (DECT)",,
"33.070.40","33.070","Satellite","Services mobiles par satellite","Including Global Positioning System (GPS)","Y compris système de positionnement par satellite (GPS)"
"33.070.50","33.070","Global System for Mobile Communication (GSM)","Services mobiles. Système global de communication mobile (GSM)",,
"33.070.99","33.070","Other mobile services","Autres services mobiles",,
"33.100.01","33.100","Electromagnetic compatibility in general","Compatibilité électromagnétique en général",,
"33.100.10","33.100","Emission","Émission",,
"33.100.20","33.100","Immunity","Immunité",,
"33.100.99","33.100","Other aspects related to EMC","Autres aspects liés à la compatibilité électromagnétique",,
"33.120.01","33.120","Components and accessories in general","Composants et accessoires en général",,
"33.120.10","33.120","Coaxial cables. Waveguides","Câbles coaxiaux. Guides d'onde",,
"33.120.20","33.120","Wires and symmetrical cables","Fils et câbles symétriques",,
"33.120.30","33.120","RF connectors","Connecteurs pour fréquences radioélectriques",,
"33.120.40","33.120","Aerials","Antennes",,
"33.120.99","33.120","Other components and accessories","Autres composants et accessoires",,
"33.160.01","33.160","Audio, video and audiovisual systems in general","Systèmes audio, vidéo et audiovisuels en général",,
"33.160.10","33.160","Amplifiers","Amplificateurs",,
"33.160.20","33.160","Radio receivers","Récepteurs radio",,
"33.160.25","33.160","Television receivers","Récepteurs TV",,
"33.160.30","33.160","Audio systems","Systèmes audio","Including tape recorders, records, magnetic tapes, cassettes, CDs, etc.","Y compris magnétophones, disques, bandes magnétiques, cassettes, CD, etc."
"33.160.40","33.160","Video systems","Systèmes vidéo","Including video tape recorders, cameras, cassettes, laser disks, etc.","Y compris magnétoscopes, caméras, cassettes vidéo, disques laser, etc."
"33.160.50","33.160","Accessories","Accessoires","Including headphones, loudspeakers, microphones, etc.","Y compris casques, haut-parleurs, microphones, etc."
"33.160.60","33.160","Multimedia systems and teleconferencing equipment","Systèmes multimédia et équipement pour la téléconférence",,
"33.160.99","33.160","Other audio, video and audiovisual equipment","Autres équipements audio et vidéo",,
"33.180.01","33.180","Fibre optic systems in general","Systèmes à fibres optiques en général",,
"33.180.10","33.180","Fibres and cables","Fibres et câbles",,
"33.180.20","33.180","Fibre optic interconnecting devices","Dispositifs d'interconnexion à fibres optiques",,
"33.180.30","33.180","Optic amplifiers","Amplificateurs à fibres optiques",,
"33.180.99","33.180","Other fibre optic equipment","Autres équipements pour fibres optiques",,
"35.040.01","35.040","Information coding in general","Codage de l'information en général",,
"35.040.10","35.040","Coding of character sets","Codage de jeux de caractères",,
"35.040.30","35.040","Coding of graphical and photographical information","Codage des informations graphiques et photographiques",,
"35.040.40","35.040","Coding of audio, video, multimedia and hypermedia information","Codage des informations audio, vidéo, multimédias et hypermédias",,
"35.040.50","35.040","Automatic identification and data capture techniques","Techniques automatiques d’identification et de saisie de données","Including RFID, OCR, bar coding, etc.","Y compris l’identification par radiofréquence (RFID), la reconnaissance optique des caractères (ROC), les codes à barres, etc."
"35.040.99","35.040","Other standards related to information coding","Autres normes relatives au codage de l’information",,
"35.100.01","35.100","Open systems interconnection in general","Interconnexion des systèmes ouverts en général",,
"35.100.05","35.100","Multilayer applications","Applications multicouches","Including International Standardized Profiles","Y compris profils normalisés internationaux"
"35.100.10","35.100","Physical layer","Couche physique",,
"35.100.20","35.100","Data link layer","Couche liaison de données",,
"35.100.30","35.100","Network layer","Couche réseau",,
"35.100.40","35.100","Transport layer","Couche transport",,
"35.100.50","35.100","Session layer","Couche session",,
"35.100.60","35.100","Presentation layer","Couche présentation",,
"35.100.70","35.100","Application layer","Couche application",,
"35.220.01","35.220","Data storage devices in general","Unités de stockage des données en général",,
"35.220.10","35.220","Paper cards and tapes","Cartes et bandes en papier",,
"35.220.20","35.220","Magnetic storage devices in general","Mémoires magnétiques en général",,
"35.220.21","35.220","Magnetic disks","Disques magnétiques","Including flexible disks, diskettes, disk packs, disk cartridges, etc.","Y compris disques souples, disquettes, chargeurs de disques, cartouches de disques, etc."
"35.220.22","35.220","Magnetic tapes","Bandes magnétiques",,
"35.220.23","35.220","Cassettes and cartridges for magnetic tapes","Cassettes et cartouches pour bandes magnétiques",,
"35.220.30","35.220","Optical storage devices","Mémoires optiques","Including CD and magneto-optical devices (MO)","Y compris Cédéroms et dispositifs magnéto-optiques"
"35.220.99","35.220","Other data storage devices","Autres dispositifs de stockage de données",,
"35.240.01","35.240","Application of information technology in general","Applications des technologies de l'information en général",,
"35.240.10","35.240","Computer-aided design (CAD)","Conception assistée par ordinateurs (CAO)",,
"35.240.15","35.240","Identification cards. Chip cards. Biometrics","Cartes d'identification. Cartes à puce. Biométrie","Including application of cards for banking, trade, telecommunications, transport, etc.","Y compris cartes bancaires, cartes de téléphone, cartes de transport, cartes pour applications commerciales, etc."
"35.240.20","35.240","IT applications in office work","Applications des TI en bureautique","Including text processing systems, text communication, text presentation, Office Document Architecture (ODA), etc.","Y compris systèmes de traitement de texte, communication de texte, présentation de texte, architecture des documents de bureau (ODA), etc."
"35.240.30","35.240","IT applications in information, documentation and publishing","Applications des TI en information, documentation et édition","Including Standard Generalized Markup Language (SGML), Extensible Markup Language (XML), automatic translation machines, etc.","Y compris langage normalisé de balisage généralisé (SGML), langage de balisage extensible (XML), machines de traduction automatique, etc."
"35.240.40","35.240","IT applications in banking","Applications des TI dans le domaine bancaire","Including automatic banking facilities","Y compris installations bancaires automatiques"
"35.240.50","35.240","IT applications in industry","Applications des TI dans l'industrie","Including design automation","Y compris automatisation de la conception"
"35.240.60","35.240","IT applications in transport","Application des TI dans le transport",,
"35.240.63","35.240","IT applications in trade","Applications des TI dans le commerce","Including EDIFACT and e-commerce","Y compris EDIFACT et le commerce en ligne"
"35.240.67","35.240","IT applications in building and construction industry","Applications des TI dans le bâtiment et l’industrie de la construction","Including building information modelling, Home and Building Electronic Systems (HBES)","Y compris le BIM (maquette numérique et processus numériques interopérables appliqués à la construction), les systèmes électroniques pour les foyers domestiques et les bâtiments (HBES)"
"35.240.68","35.240","IT applications in agriculture","Applications des TI dans l’agriculture",,
"35.240.69","35.240","IT applications in postal services","Applications des TI dans les services postaux",,
"35.240.70","35.240","IT applications in science","Applications des TI dans les sciences","Including digital geographic information","Y compris information géographique numérique (EDIGEO)"
"35.240.80","35.240","IT applications in health care technology","Applications des TI dans les technologies de la santé","Including computer tomography","Y compris tomodensitométrie"
"35.240.90","35.240","IT applications in education","Applications des TI dans le domaine de l’enseignement","Including e-learning","Y compris la formation en ligne"
"35.240.95","35.240","Internet applications","Applications liées à l'internet",,
"35.240.99","35.240","IT applications in other fields","Applications des TI dans les autres secteurs",,
"37.040.01","37.040","Photography in general","Photographie en général",,
"37.040.10","37.040","Photographic equipment. Projectors","Matériel photographique. Projecteurs",,
"37.040.20","37.040","Photographic paper, films and plates. Cartridges","Papier, films, plaques et chargeurs photographiques",,
"37.040.25","37.040","Radiographic films","Films radiographiques","Including dental, medical and industrial radiographic films","Y compris films radiographiques dentaires, médicaux et industriels"
"37.040.30","37.040","Photographic chemicals","Produits chimiques photographiques",,
"37.040.99","37.040","Other standards related to photography","Autres normes relatives à la photographie",,
"37.060.01","37.060","Cinematography in general","Cinématographie en général",,
"37.060.10","37.060","Motion picture equipment","Matériel cinématographique",,
"37.060.20","37.060","Motion picture films. Cartridges","Films et chargeurs cinématographiques",,
"37.060.99","37.060","Other standards related to cinematography","Autres normes relatives à la cinématographie",,
"37.100.01","37.100","Graphic technology in general","Technologie graphique en général","Including proof corrections","Y compris correction d'épreuves"
"37.100.10","37.100","Reproduction equipment","Matériel de reproduction","Including printing, copying and duplicating machines, bookbinding equipment, etc.","Y compris machines à imprimer, photocopier et dupliquer, matériel de reliure, etc."
"37.100.20","37.100","Materials for graphic technology","Matériaux pour la technologie graphique",,
"37.100.99","37.100","Other standards related to graphic technology","Autres normes relatives à la technologie graphique",,
"39.040.01","39.040","Horology in general","Horlogerie en général",,
"39.040.10","39.040","Watches","Montres",,
"39.040.20","39.040","Clocks","Horloges",,
"39.040.99","39.040","Other time-measuring instruments","Autres instruments horaires",,
"43.040.01","43.040","Road vehicle systems in general","Systèmes automobiles en général",,
"43.040.10","43.040","Electrical and electronic equipment","Équipements électriques et électroniques",,
"43.040.15","43.040","Car informatics. On board computer systems","Informatique automobile. Systèmes informatiques embarqués","Including navigation systems, car radio, etc.","Y compris systèmes de navigation, autoradios, etc."
"43.040.20","43.040","Lighting, signalling and warning devices","Dispositifs d'éclairage, de signalisation et d'avertissement",,
"43.040.30","43.040","Indicating and control devices","Indicateurs et dispositifs de commande",,
"43.040.40","43.040","Braking systems","Systèmes de freinage",,
"43.040.50","43.040","Transmissions, suspensions","Transmission, suspension","Including clutches, gearboxes, power-steering systems, cardan shafts, differentials, wheels, rims, etc.","Y compris embrayage, boîtes de vitesses, systèmes de direction assistée, cardans, différentiels, roues, jantes, etc."
"43.040.60","43.040","Bodies and body components","Carrosserie et éléments de carrosserie","Including vehicle frame and structure, heating devices, air-conditioning systems for passenger/driver compartments, roof load carriers, etc.","Y compris châssis et structure, dispositifs de chauffage, systèmes de climatisation de l'habitacle, dispositifs porte-charge de toit, etc."
"43.040.65","43.040","Glazing and wiper systems","Vitrage et systèmes d'essuyage","Including cleaning, defrosting and demisting devices, mirrors, etc.","Y compris dispositifs de lave-glace, de dégivrage, de désembuage, rétroviseurs, etc."
"43.040.70","43.040","Couplings","Attelage","Including towing attachments and fifth wheel assemblies","Y compris dispositifs d'attelage et pivots d'attelage"
"43.040.80","43.040","Crash protection and restraint systems","Protection contre les chocs et systèmes de retenue","Including airbags, safety belts, traffic accident issues and safety enhancement matters","Y compris sacs gonflables, ceintures de sécurité et ce qui a trait aux accidents de la circulation et au renforcement de la sécurité routière"
"43.040.99","43.040","Other road vehicle systems","Autres systèmes automobiles",,
"43.060.01","43.060","Internal combustion engines for road vehicles in general","Moteurs à combustion interne pour véhicules routiers en général",,
"43.060.10","43.060","Engine block and internal components","Bloc moteur et composants internes",,
"43.060.20","43.060","Pressure charging and air/exhaust gas ducting systems","Compresseurs et circuits d'admission et d'échappement",,
"43.060.30","43.060","Cooling systems. Lubricating systems","Système de refroidissement. Système de lubrification",,
"43.060.40","43.060","Fuel systems","Système d'alimentation en carburant",,
"43.060.50","43.060","Electrical and electronic equipment. Control systems","Équipement électrique et électronique. Systèmes de commande","Including ignition systems and starter motors","Y compris systèmes d'allumage et démarreurs"
"43.060.99","43.060","Other components and systems of internal combustion engines","Autres composants et systèmes de moteurs à combustion interne pour véhicules routiers",,
"43.080.01","43.080","Commercial vehicles in general","Véhicules utilitaires en général",,
"43.080.10","43.080","Trucks and trailers","Camions et remorques","Including tanker trucks and loading compartments","Y compris camions-citernes et compartiments de chargement"
"43.080.20","43.080","Buses","Autobus",,
"43.080.99","43.080","Other commercial vehicles","Autres véhicules utilitaires",,
"45.060.01","45.060","Railway rolling stock in general","Matériel roulant de chemins de fer en général",,
"45.060.10","45.060","Tractive stock","Matériel de traction",,
"45.060.20","45.060","Trailing stock","Matériel tracté","Including tank wagons","Y compris wagons-citernes"
"47.020.01","47.020","General standards related to shipbuilding and marine structures","Normes générales relatives à la construction navale et aux structures maritimes",,
"47.020.05","47.020","Materials and components for shipbuilding","Matériaux et composants pour la construction navale",,
"47.020.10","47.020","Hulls and their structure elements","Coques et leurs éléments de structure",,
"47.020.20","47.020","Marine engines and propulsion systems","Moteurs et systèmes de propulsion marins",,
"47.020.30","47.020","Piping systems","Installations de tuyauteries",,
"47.020.40","47.020","Lifting and cargo handling equipment","Appareils de levage et de manutention du fret",,
"47.020.50","47.020","Deck equipment and installations","Matériel, équipements et installations de pont",,
"47.020.60","47.020","Electrical equipment of ships and of marine structures","Équipement électrique des navires et structures maritimes",,
"47.020.70","47.020","Navigation and control equipment","Matériel de navigation et de commande",,
"47.020.80","47.020","Accommodation spaces","Aménagements à bord des navires",,
"47.020.85","47.020","Cargo spaces","Espaces de cargaison","Including tanks and tankers","Y compris citernes et navires-citernes"
"47.020.90","47.020","Marine ventilation, air conditioning and heating systems","Systèmes marins de ventilation, climatisation et chauffage",,
"47.020.99","47.020","Other standards related to shipbuilding and marine structures","Autres normes relatives à la construction navale et aux structures maritimes",,
"49.025.01","49.025","Materials for aerospace construction in general","Matériaux pour la construction aéronautique en général",,
"49.025.05","49.025","Ferrous alloys in general","Alliages ferreux en général",,
"49.025.10","49.025","Steels","Acier",,
"49.025.15","49.025","Non-ferrous alloys in general","Alliages non ferreux en général",,
"49.025.20","49.025","Aluminium","Aluminium",,
"49.025.30","49.025","Titanium","Titane",,
"49.025.40","49.025","Rubber and plastics","Caoutchouc et plastiques",,
"49.025.50","49.025","Adhesives","Adhésifs",,
"49.025.60","49.025","Textiles","Textiles","Including textile glass and coated fabrics","Y compris verre textile et textiles revêtus"
"49.025.99","49.025","Other materials","Autres matériaux",,
"49.030.01","49.030","Fasteners in general","Éléments de fixation en général",,
"49.030.10","49.030","Screw threads","Filetages",,
"49.030.20","49.030","Bolts, screws, studs","Boulons, vis, goujons",,
"49.030.30","49.030","Nuts","Ecrous",,
"49.030.40","49.030","Pins, nails","Goupilles, clous",,
"49.030.50","49.030","Washers and other locking elements","Rondelles et autres systèmes de blocage",,
"49.030.60","49.030","Rivets","Rivets",,
"49.030.99","49.030","Other fasteners","Autres éléments de fixation",,
"53.020.01","53.020","Lifting appliances in general","Appareils de levage en général",,
"53.020.20","53.020","Cranes","Grues","Including mobile cranes, tower cranes, jib cranes, bridge cranes, etc.","Y compris grues mobiles, grues à tour, grues à flèche, ponts-roulants, etc."
"53.020.30","53.020","Accessories for lifting equipment","Accessoires pour matériel de levage","Including lifting hooks, shackles, link chains, wire ropes, etc.","Y compris crochets de levage, manilles, chaînons, câbles en acier, etc."
"53.020.99","53.020","Other lifting equipment","Autres appareils de levage","Including elevating work platforms","Y compris l'autres plate-formes élévatrices"
"53.040.01","53.040","Continuous handling equipment in general","Engins de manutention continue en général",,
"53.040.10","53.040","Conveyors","Convoyeurs et transporteurs",,
"53.040.20","53.040","Components for conveyors","Composants pour convoyeurs et transporteurs","Including conveyor belts, chains, chain wheels, etc.","Y compris courroies de manutention, chaînes, roues pour chaînes, etc."
"53.040.30","53.040","Pneumatic transport and its components","Transport pneumatique et ses composants",,
"53.040.99","53.040","Other continuous handling equipment","Autres engins de manutention continue",,
"55.180.01","55.180","Freight distribution of goods in general","Distribution des marchandises en général",,
"55.180.10","55.180","General purpose containers","Conteneurs à usage général",,
"55.180.20","55.180","General purpose pallets","Palettes à usage général",,
"55.180.30","55.180","Air mode containers, pallets and nets","Conteneurs, palettes et filets pour le transport aérien",,
"55.180.40","55.180","Complete, filled transport packages","Emballages de transport complets et pleins","Including reusable packages and unit loads","Y compris emballages réutilisables et charges unitaires"
"55.180.99","55.180","Other standards related to freight distribution of goods","Autres normes de distribution des marchandises","Including intermediate bulk containers","Y compris grands récipients pour vrac (GRV)"
"59.060.01","59.060","Textile fibres in general","Fibres textiles en général","Including mixtures of fibres","Y compris les mélanges de fibres"
"59.060.10","59.060","Natural fibres","Fibres naturelles",,
"59.060.20","59.060","Man-made fibres","Fibres chimiques",,
"59.060.30","59.060","Mineral and metal fibres","Fibres minérales et métalliques",,
"59.060.99","59.060","Other textile fibres","Autres fibres textiles",,
"59.080.01","59.080","Textiles in general","Textiles en général","Including colour fastness of textiles","Y compris solidité des teintures"
"59.080.20","59.080","Yarns","Fils textiles","Including plied yarns, textured yarns, threads","Y compris fils pliés, fils texturés, fils torsadés"
"59.080.30","59.080","Textile fabrics","Étoffes","Including nonwovens, felts, lace, etc.","Y compris non-tissés, feutres, dentelles, etc."
"59.080.40","59.080","Coated fabrics","Tissus enduits",,
"59.080.50","59.080","Ropes","Cordages","Including strings, straps, bands","Y compris ficelles, sangles et élingues textiles"
"59.080.70","59.080","Geotextiles","Géotextiles","Including geosynthetics","Y compris géosynthétiques"
"59.080.80","59.080","Smart textiles","Textiles intelligents",,
"59.080.99","59.080","Other products of the textile industry","Autres produits de l'industrie textile",,
"59.100.01","59.100","Materials for the reinforcement of composites in general","Matériaux pour le renforcement des composites en général",,
"59.100.10","59.100","Textile glass materials","Matériaux en verre textile",,
"59.100.20","59.100","Carbon materials","Matériaux de renforcement à base de carbone",,
"59.100.30","59.100","Aramide materials","Matériaux de renforcement à base d'aramide",,
"59.100.99","59.100","Other materials for the reinforcement of composites","Autres matériaux pour le renforcement des composites",,
"59.120.01","59.120","Textile machinery in general","Machines pour l'industrie textile en général",,
"59.120.10","59.120","Spinning, twisting and texturing machines","Matériel de filature, de retordage et de texturage","Including machines and equipment for manufacturing man-made filaments and fibres and for preparing fibres for spinning","Y compris machines et matériels de fabrication des filaments et des fibres chimiques et de préparation de filature"
"59.120.20","59.120","Winding machines and equipment","Bobinoir et matériel de bobinage","Including machines and equipment for reeling, balling, warping, sizing, beaming, etc. of yarns","Y compris machines et matériel pour le dévidage, la mise en pelote, l'ourdissage, le calibrage, la mise en faisceau des fils, etc."
"59.120.30","59.120","Looms. Weaving machines","Métiers. Machines à tisser",,
"59.120.40","59.120","Knitting machines","Machines à tricoter","Including household knitting machines","Y compris machines à tricoter domestiques"
"59.120.50","59.120","Dyeing and finishing equipment","Machines de teinture et machines d'apprêt",,
"59.120.99","59.120","Other textile machinery","Autre matériel pour l'industrie textile",,
"59.140.01","59.140","Leather technology in general","Technologie du cuir en général",,
"59.140.10","59.140","Processes and auxiliary materials","Procédés et matériaux auxiliaires",,
"59.140.20","59.140","Raw skins, hides and pelts","Peaux brutes et peaux traitées",,
"59.140.30","59.140","Leather and furs","Cuirs et fourrures",,
"59.140.35","59.140","Leather products","Produits en cuir","Including trunks, suitcases, handbags, purses, wallets, dog-collars, etc. made of materials other than leather","Y compris valises, mallettes, sacs à main, porte-monnaie, portefeuilles, colliers de chien, etc. en matières autres que le cuir"
"59.140.40","59.140","Machines and equipment for leather and fur production","Machines et matériels pour la production des cuirs et fourrures",,
"59.140.99","59.140","Other standards related to leather technology","Autres normes relatives à la technologie du cuir",,
"65.020.01","65.020","Farming and forestry in general","Agriculture et sylviculture en général",,
"65.020.20","65.020","Plant growing","Culture des plantes","Including horticulture, floriculture, seeds, plant diseases","Y compris horticulture, floriculture, semences, maladies des végétaux"
"65.020.30","65.020","Animal husbandry and breeding","Élevage et reproduction animale","Including sanitary inspection","Y compris contrôle sanitaire"
"65.020.40","65.020","Landscaping and silviculture","Aménagement du paysage et sylviculture",,
"65.020.99","65.020","Other standards related to farming and forestry","Autres normes relatives à l'agriculture et à la sylviculture",,
"65.040.01","65.040","Farm buildings and installations in general","Bâtiments et installations agricoles en général",,
"65.040.10","65.040","Livestock buildings, installations and equipment","Bâtiments, installations et équipements pour le bétail","Including milking machines","Y compris trayeuses"
"65.040.20","65.040","Buildings and installations for processing and storage of agricultural produce","Bâtiments et installations pour le traitement et l'entreposage des productions agricoles","Including slaughterhouses and related equipment","Y compris abattoirs et appareils d'abattage"
"65.040.30","65.040","Greenhouses and other installations","Serres et installations diverses",,
"65.040.99","65.040","Other standards related to farm buildings and installations","Autres normes relatives aux bâtiments et installations agricoles",,
"65.060.01","65.060","Agricultural machines and equipment in general","Machines et matériel à usage agricole en général",,
"65.060.10","65.060","Agricultural tractors and trailed vehicles","Tracteurs agricoles et remorques",,
"65.060.20","65.060","Soil-working equipment","Matériel pour le travail du sol",,
"65.060.25","65.060","Equipment for storage, preparation and distribution of fertilizers","Matériel pour le stockage, la préparation et la distribution des engrais",,
"65.060.30","65.060","Sowing and planting equipment","Matériel de semis et de plantation",,
"65.060.35","65.060","Irrigation and drainage equipment","Matériel d'irrigation et de drainage",,
"65.060.40","65.060","Plant care equipment","Matériel de traitement agropharmaceutique",,
"65.060.50","65.060","Harvesting equipment","Matériel de récolte",,
"65.060.60","65.060","Viticultural and wine-making equipment","Matériel viti-vinicole",,
"65.060.70","65.060","Horticultural equipment","Matériel horticole","Including lawnmowers, equipment for olive cultivation and olive production","Y compris tondeuses à gazon, matériel pour la culture et la production de l'olive"
"65.060.80","65.060","Forestry equipment","Matériel forestier","Including chain- and brush-saws","Y compris tronçonneuses et débroussailleuses"
"65.060.99","65.060","Other agricultural machines and equipment","Autres machines et matériel à usage agricole",,
"65.100.01","65.100","Pesticides and other agrochemicals in general","Pesticides et autres produits agropharmaceutiques en général",,
"65.100.10","65.100","Insecticides","Insecticides",,
"65.100.20","65.100","Herbicides","Herbicides",,
"65.100.30","65.100","Fungicides","Fongicides",,
"65.100.99","65.100","Other pesticides and agrochemicals","Autres pesticides et produits agropharmaceutiques",,
"67.080.01","67.080","Fruits, vegetables and derived products in general","Fruits et légumes et produits dérivés en général",,
"67.080.10","67.080","Fruits and derived products","Fruits et produits dérivés","Including nuts","Y compris noix"
"67.080.20","67.080","Vegetables and derived products","Légumes et produits dérivés","Including tomato concentrates, ketchup, etc.","Y compris concentrés de tomate, sauce tomate, etc."
"67.100.01","67.100","Milk and milk products in general","Lait et produits laitiers en général",,
"67.100.10","67.100","Milk and processed milk products","Lait et produits laitiers transformés","Including dried milk, condensed milk and evaporated milk","Y compris lait sec, lait concentré et lait condensé"
"67.100.20","67.100","Butter","Beurre",,
"67.100.30","67.100","Cheese","Fromage","Including cottage cheese, whey cheese","Y compris caillé et petit lait"
"67.100.40","67.100","Ice cream and ice confectionery","Crèmes glacées et glaces","Including sorbets","Y compris sorbets"
"67.100.99","67.100","Other milk products","Autres produits laitiers",,
"67.120.01","67.120","Animal produce in general","Produits d'origine animale en général",,
"67.120.10","67.120","Meat and meat products","Viande et produits à base de viande",,
"67.120.20","67.120","Poultry and eggs","Volailles et oeufs",,
"67.120.30","67.120","Fish and fishery products","Poissons et produits de la pêche","Including aquatic molluscs and other marine products","Y compris mollusques aquatiques et autres produits de la mer"
"67.120.99","67.120","Other animal produce","Autres produits d'origine animale",,
"67.140.10","67.140","Tea","Thé","Including herb teas","Y compris tisanes"
"67.140.20","67.140","Coffee and coffee substitutes","Café et substituts du café",,
"67.140.30","67.140","Cocoa","Cacao",,
"67.160.01","67.160","Beverages in general","Boissons en général",,
"67.160.10","67.160","Alcoholic beverages","Boissons alcoolisées","Including beer, wine, spirits, etc.","Y compris bière, vins, spiritueux, etc."
"67.160.20","67.160","Non-alcoholic beverages","Boissons non-alcoolisées","Including juices, nectars, mineral waters, lemonades, root beer, cola drinks, etc.","Y compris jus de fruits, nectars, eaux minérales, limonades, boissons gazeuses, boissons à base de coca, etc."
"67.180.10","67.180","Sugar and sugar products","Sucre et produits sucrés","Including molasses, sweets, sugar confectionary, honey, etc.","Y compris mélasses, bonbons, confiserie, miel, etc."
"67.180.20","67.180","Starch and derived products","Amidon et produits dérivés","Including glucose syrups, etc.","Y compris sirops de glucose, etc."
"67.200.10","67.200","Animal and vegetable fats and oils","Corps gras d'origines animale et végétale",,
"67.200.20","67.200","Oilseeds","Graines oléagineuses",,
"67.220.10","67.220","Spices and condiments","Épices et condiments",,
"67.220.20","67.220","Food additives","Additifs alimentaires","Including salt, vinegar, food preservation additives, etc.","Y compris sel, vinaigre, conservateurs, etc."
"71.040.01","71.040","Analytical chemistry in general","Chimie analytique en général",,
"71.040.10","71.040","Chemical laboratories. Laboratory equipment","Laboratoires d'analyse chimique. Matériel de laboratoire","Including hydrometers, alcoholometers, etc.","Y compris aréomètres, éthylomètres, etc."
"71.040.20","71.040","Laboratory ware and related apparatus","Verrerie de laboratoire et appareils connexes",,
"71.040.30","71.040","Chemical reagents","Réactifs chimiques","Including reference materials","Y compris matériaux de référence"
"71.040.40","71.040","Chemical analysis","Méthodes d'analyse chimique","Including analysis of gases and surface chemical analysis","Y compris analyse des gaz et analyse chimique des surfaces"
"71.040.50","71.040","Physicochemical methods of analysis","Méthodes d'analyse physico-chimique","Including spectrophotometric and chromatographic analysis","Y compris analyses spectrophotométrique et chromatographique"
"71.040.99","71.040","Other standards related to analytical chemistry","Autres normes relatives à la chimie analytique",,
"71.060.01","71.060","Inorganic chemicals in general","Chimie minérale en général",,
"71.060.10","71.060","Chemical elements","Éléments chimiques",,
"71.060.20","71.060","Oxides","Oxydes","Including dioxides, peroxides, etc.","Y compris dioxydes, peroxydes, etc."
"71.060.30","71.060","Acids","Acides",,
"71.060.40","71.060","Bases","Bases",,
"71.060.50","71.060","Salts","Sels",,
"71.060.99","71.060","Other inorganic chemicals","Autres",,
"71.080.01","71.080","Organic chemicals in general","Chimie organique en général",,
"71.080.10","71.080","Aliphatic hydrocarbons","Hydrocarbures aliphatiques",,
"71.080.15","71.080","Aromatic hydrocarbons","Hydrocarbures aromatiques",,
"71.080.20","71.080","Halogenated hydrocarbons","Hydrocarbures halogénés",,
"71.080.30","71.080","Organic nitrogen compounds","Composés organiques de l'azote",,
"71.080.40","71.080","Organic acids","Acides organiques",,
"71.080.50","71.080","Anhydrides","Anhydrides",,
"71.080.60","71.080","Alcohols. Ethers","Alcools. Éthers",,
"71.080.70","71.080","Esters","Esters",,
"71.080.80","71.080","Aldehydes and ketones","Aldéhydes et cétones",,
"71.080.90","71.080","Phenols","Phénols",,
"71.080.99","71.080","Other organic chemicals","Autres",,
"71.100.01","71.100","Products of the chemical industry in general","Produits de l'industrie chimique en général",,
"71.100.10","71.100","Materials for aluminium production","Matériaux pour la fabrication de l'aluminium",,
"71.100.20","71.100","Gases for industrial application","Gaz pour les applications industrielles","Including compressed air and hydrogen","Y compris air comprimé et hydrogène"
"71.100.30","71.100","Explosives. Pyrotechnics and fireworks","Explosifs. Pyrotechnie et feux d'artifice",,
"71.100.35","71.100","Chemicals for industrial and domestic disinfection purposes","Désinfectants à usage industriel et domestique",,
"71.100.40","71.100","Surface active agents","Agents de surface",,
"71.100.45","71.100","Refrigerants and antifreezes","Fluides frigorigènes et antigels",,
"71.100.50","71.100","Wood-protecting chemicals","Produits de protection du bois",,
"71.100.55","71.100","Silicones","Silicones",,
